_ - congress,_ - introducedDate,_ - type,_ - url,_ - amendmentNumber,_ - number,_ - title,_ - latestAction,_ - latestAction - actionDate,_ - latestAction - text,_ - latestAction - actionTime,_ - policyArea - name
102,1992-06-15,,https://api.congress.gov/v3/amendment/102/samdt/2390?format=json,2390,,,,,,,
102,1992-06-15,,https://api.congress.gov/v3/amendment/102/samdt/2389?format=json,2389,,,,,,,
102,1992-06-10,,https://api.congress.gov/v3/amendment/102/samdt/1872?format=json,1872,,,,,,,
102,1992-06-10,,https://api.congress.gov/v3/amendment/102/samdt/1873?format=json,1873,,,,,,,
102,1992-05-21,,https://api.congress.gov/v3/amendment/102/samdt/1853?format=json,1853,,,,1992-05-21,Amendment SP 1853 agreed to in Senate by Voice Vote. ,,
102,1992-06-03,,https://api.congress.gov/v3/amendment/102/samdt/1866?format=json,1866,,,,1992-06-03,Amendment SP 1866 agreed to in Senate by Voice Vote. ,,
102,1992-02-20,,https://api.congress.gov/v3/amendment/102/samdt/1656?format=json,1656,,,,1992-02-20,Amendment SP 1656 agreed to in Senate by Voice Vote. ,,
102,1992-03-12,,https://api.congress.gov/v3/amendment/102/samdt/1715?format=json,1715,,,,1992-03-12,Proposed amendment SP 1715 withdrawn in Senate. ,,
102,1992-03-11,,https://api.congress.gov/v3/amendment/102/samdt/1709?format=json,1709,,,,1992-03-11,SP 1709 ruled out of order by the chair. ,,
102,1992-02-20,,https://api.congress.gov/v3/amendment/102/samdt/1658?format=json,1658,,,,1992-02-20,Amendment SP 1658 agreed to in Senate by Voice Vote. ,,
102,1992-02-20,,https://api.congress.gov/v3/amendment/102/samdt/1657?format=json,1657,,,,1992-02-20,Amendment SP 1657 agreed to in Senate by Voice Vote. ,,
102,1992-02-18,,https://api.congress.gov/v3/amendment/102/samdt/1637?format=json,1637,,,,1992-02-18,Amendment SP 1637 agreed to in Senate by Voice Vote. ,,
102,1992-02-20,,https://api.congress.gov/v3/amendment/102/samdt/1655?format=json,1655,,,,1992-02-20,Amendment SP 1655 agreed to in Senate by Voice Vote. ,,
102,1992-02-18,,https://api.congress.gov/v3/amendment/102/samdt/1629?format=json,1629,,,,1992-02-18,Amendment SP 1629 agreed to in Senate by Voice Vote. ,,
102,1992-02-07,,https://api.congress.gov/v3/amendment/102/samdt/1618?format=json,1618,,,,1992-02-07,Amendment SP 1618 agreed to in Senate by Voice Vote. ,,
102,1992-01-29,,https://api.congress.gov/v3/amendment/102/samdt/1506?format=json,1506,,,,1992-01-29,Amendment SP 1506 agreed to in Senate by Voice Vote. ,,
102,1991-11-22,,https://api.congress.gov/v3/amendment/102/samdt/1425?format=json,1425,,,,1991-11-22,Amendment SP 1425 agreed to in Senate by Voice Vote. ,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1332?format=json,1332,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1324?format=json,1324,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1320?format=json,1320,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1328?format=json,1328,,,,,,,
102,1991-11-12,,https://api.congress.gov/v3/amendment/102/samdt/1317?format=json,1317,,,,1991-11-12,Amendment SP 1317 agreed to in Senate by Voice Vote. ,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1330?format=json,1330,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1326?format=json,1326,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1322?format=json,1322,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1321?format=json,1321,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1325?format=json,1325,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1329?format=json,1329,,,,,,,
102,1991-10-29,,https://api.congress.gov/v3/amendment/102/samdt/1278?format=json,1278,,,,1991-10-29,Amendment SP 1278 agreed to in Senate by Yea-Nay Vote. 96-0. Record Vote No: 232. ,,
102,1991-10-29,,https://api.congress.gov/v3/amendment/102/samdt/1277?format=json,1277,,,,1991-10-29,Amendment SP 1277 agreed to in Senate by Voice Vote. ,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1331?format=json,1331,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1327?format=json,1327,,,,,,,
102,1991-11-13,,https://api.congress.gov/v3/amendment/102/samdt/1323?format=json,1323,,,,,,,
102,1991-10-16,,https://api.congress.gov/v3/amendment/102/samdt/1255?format=json,1255,,,,,,,
102,1991-09-25,,https://api.congress.gov/v3/amendment/102/samdt/1201?format=json,1201,,,,1991-09-25,Amendment SP 1201 agreed to in Senate by Voice Vote. ,,
102,1991-09-24,,https://api.congress.gov/v3/amendment/102/samdt/1185?format=json,1185,,,,1991-09-24,Motion to table SP 1185 agreed to in Senate by Yea-Nay Vote. 57-42. Record Vote No: 201. ,,
102,1991-09-17,,https://api.congress.gov/v3/amendment/102/samdt/1151?format=json,1151,,,,1991-09-17,Proposed amendment SP 1151 withdrawn in Senate. ,,
102,1991-09-16,,https://api.congress.gov/v3/amendment/102/samdt/1141?format=json,1141,,,,1991-09-16,Amendment SP 1141 agreed to in Senate by Voice Vote. ,,
102,1991-09-12,,https://api.congress.gov/v3/amendment/102/samdt/1111?format=json,1111,,,,1991-09-12,Amendment SP 1111 agreed to in Senate by Voice Vote. ,,
102,1991-08-02,,https://api.congress.gov/v3/amendment/102/samdt/1040?format=json,1040,,,,1991-08-02,Amendment SP 1040 agreed to in Senate by Yea-Nay Vote. 97-2. Record Vote No: 178. ,,
102,1991-09-12,,https://api.congress.gov/v3/amendment/102/samdt/1110?format=json,1110,,,,1991-09-12,Amendment SP 1110 agreed to in Senate by Voice Vote. ,,
102,1991-09-11,,https://api.congress.gov/v3/amendment/102/samdt/1101?format=json,1101,,,,1991-09-11,Amendment SP 1101 agreed to in Senate by Yea-Nay Vote. 99-1. Record Vote No: 184. ,,
102,1991-09-12,,https://api.congress.gov/v3/amendment/102/samdt/1117?format=json,1117,,,,1991-09-12,Amendment SP 1117 agreed to in Senate by Voice Vote. ,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/984?format=json,984,,,,,,,
102,1991-08-02,,https://api.congress.gov/v3/amendment/102/samdt/1067?format=json,1067,,,,1991-08-02,Amendment SP 1067 agreed to in Senate by Voice Vote. ,,
102,1991-08-02,,https://api.congress.gov/v3/amendment/102/samdt/1070?format=json,1070,,,,1991-08-02,Amendment SP 1070 agreed to in Senate by Voice Vote. ,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/988?format=json,988,,,,,,,
102,1991-07-31,,https://api.congress.gov/v3/amendment/102/samdt/976?format=json,976,,,,1991-07-31,Amendment SP 976 agreed to in Senate by Voice Vote. ,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/1018?format=json,1018,,,,1991-08-01,Amendment SP 1018 not agreed to in Senate by Voice Vote. ,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/990?format=json,990,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/982?format=json,982,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/985?format=json,985,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/989?format=json,989,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/986?format=json,986,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/983?format=json,983,,,,,,,
102,1991-08-01,,https://api.congress.gov/v3/amendment/102/samdt/987?format=json,987,,,,,,,
102,1991-07-29,,https://api.congress.gov/v3/amendment/102/samdt/909?format=json,909,,,,1991-07-29,Amendment SP 909 agreed to in Senate by Voice Vote. ,,
102,1991-07-25,,https://api.congress.gov/v3/amendment/102/samdt/840?format=json,840,,,,1991-07-25,Amendment SP 840 agreed to in Senate by Voice Vote. ,,
102,1991-07-30,,https://api.congress.gov/v3/amendment/102/samdt/937?format=json,937,,,,1991-07-30,Amendment SP 937 agreed to in Senate by Voice Vote. ,,
102,1991-07-26,,https://api.congress.gov/v3/amendment/102/samdt/852?format=json,852,,,,1991-07-26,Amendment SP 852 agreed to in Senate by Voice Vote. ,,
102,1991-07-18,,https://api.congress.gov/v3/amendment/102/samdt/796?format=json,796,,,,1991-07-18,Amendment SP 796 agreed to in Senate by Voice Vote. ,,
102,1991-07-17,,https://api.congress.gov/v3/amendment/102/samdt/764?format=json,764,,,,,,,
102,1991-07-29,,https://api.congress.gov/v3/amendment/102/samdt/879?format=json,879,,,,1991-07-29,Amendment SP 879 agreed to in Senate by Voice Vote. ,,
102,1991-07-10,,https://api.congress.gov/v3/amendment/102/samdt/724?format=json,724,,,,1991-07-10,Amendment SP 724 agreed to in Senate by Voice Vote. ,,
102,1991-07-17,,https://api.congress.gov/v3/amendment/102/samdt/765?format=json,765,,,,,,,
102,1991-07-18,,https://api.congress.gov/v3/amendment/102/samdt/781?format=json,781,,,,1991-07-18,Amendment SP 781 agreed to in Senate by Yea-Nay Vote. 99-0. Record Vote No: 137. ,,
102,1991-07-17,,https://api.congress.gov/v3/amendment/102/samdt/766?format=json,766,,,,,,,
102,1991-07-10,,https://api.congress.gov/v3/amendment/102/samdt/674?format=json,674,,,,,,,
102,1991-07-10,,https://api.congress.gov/v3/amendment/102/samdt/671?format=json,671,,,,1991-07-10,Amendment SP 671 agreed to in Senate by Voice Vote. ,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/548?format=json,548,,,,,,,
102,1991-07-10,,https://api.congress.gov/v3/amendment/102/samdt/675?format=json,675,,,,,,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/558?format=json,558,,,,,,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/549?format=json,549,,,,,,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/547?format=json,547,,,,,,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/550?format=json,550,,,,,,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/559?format=json,559,,,,,,,
102,1991-06-28,,https://api.congress.gov/v3/amendment/102/samdt/503?format=json,503,,,,1991-06-28,Amendment SP 503 agreed to in Senate by Yea-Nay Vote. 67-32. Record Vote No: 115. ,,
102,1991-07-09,,https://api.congress.gov/v3/amendment/102/samdt/527?format=json,527,,,,,,,
102,1991-06-28,,https://api.congress.gov/v3/amendment/102/samdt/459?format=json,459,,,,,,,
102,1991-06-19,,https://api.congress.gov/v3/amendment/102/samdt/361?format=json,361,,,,1991-06-19,Amendment SP 361 agreed to in Senate by Voice Vote. ,,
102,1991-06-13,,https://api.congress.gov/v3/amendment/102/samdt/338?format=json,338,,,,1991-06-13,Amendment SP 338 agreed to in Senate by Voice Vote. ,,
102,1991-05-23,,https://api.congress.gov/v3/amendment/102/samdt/268?format=json,268,,,,1991-05-23,Amendment SP 268 agreed to in Senate by Voice Vote. ,,
102,1991-06-13,,https://api.congress.gov/v3/amendment/102/samdt/333?format=json,333,,,,1991-06-13,Amendment SP 333 agreed to in Senate by Voice Vote. ,,
102,1991-05-23,,https://api.congress.gov/v3/amendment/102/samdt/270?format=json,270,,,,1991-05-23,Motion to table SP 270 agreed to in Senate by Yea-Nay Vote. 57-40. Record Vote No: 80. ,,
102,1991-05-23,,https://api.congress.gov/v3/amendment/102/samdt/269?format=json,269,,,,1991-05-23,Proposed amendment SP 269 withdrawn in Senate. ,,
102,1991-06-13,,https://api.congress.gov/v3/amendment/102/samdt/327?format=json,327,,,,1991-06-13,Amendment SP 327 agreed to in Senate by Voice Vote. ,,
102,1991-05-08,,https://api.congress.gov/v3/amendment/102/samdt/92?format=json,92,,,,,,,
99,1985-04-18,SRES,https://api.congress.gov/v3/bill/99/sres/136?format=json,,136,"A resolution to direct the Senate Legal Counsel to intervene in ""In re WHET, Inc., et al"".",,1985-04-18,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-05-17,SRES,https://api.congress.gov/v3/bill/99/sres/170?format=json,,170,A resolution appointing Kenneth U. Benjamin as Deputy Senate Legal Counsel.,,1985-05-17,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-04-26,SRES,https://api.congress.gov/v3/bill/99/sres/147?format=json,,147,"A resolution to authorize the representation by the Senate Legal Counsel of former Senate employees in the case of United States v. Joseph Matranga, et. al.",,1985-04-26,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-04-26,SRES,https://api.congress.gov/v3/bill/99/sres/146?format=json,,146,"A resolution to authorize the testimony of Senator Murkowski in the case of Bering Straits Native Corp., et al. v. Alaska National Bank of the North, Civil Action No. 3AN-80-6815A.",,1985-04-26,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-04-03,SRES,https://api.congress.gov/v3/bill/99/sres/128?format=json,,128,A resolution to authorize production of documents by the Senate Permanent Subcommittee on Investigations.,,1985-04-03,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-03-14,SRES,https://api.congress.gov/v3/bill/99/sres/97?format=json,,97,"A resolution to direct the Senate Legal Counsel to intervene in ""Pitney Bowes Inc. v. The United States of America, et al.""",,1985-03-14,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-03-05,SRES,https://api.congress.gov/v3/bill/99/sres/89?format=json,,89,A resolution making additional majority party appointments to Senate committees for the 99th Congress and electing chairmen of such committees.,,1985-03-05,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-03-06,SRES,https://api.congress.gov/v3/bill/99/sres/93?format=json,,93,A resolution making an appointment to the Committee on Small Business.,,1985-03-06,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-04-29,SRES,https://api.congress.gov/v3/bill/99/sres/150?format=json,,150,"A resolution to authorize testimony in the case of State of Delaware v. Roger Smith, Crim. No. 85-03-0232",,1985-04-29,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-02-07,SRES,https://api.congress.gov/v3/bill/99/sres/69?format=json,,69,"A resolution to direct the Senate Legal Counsel to represent Senator Riegle and Senator Levin in ""Lawrence Jasper and Family U.S.A. v. Federal National Mortgage Association, et al.,"" Civil Action No. 83-2896DT.",,1985-02-07,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-02-19,SRES,https://api.congress.gov/v3/bill/99/sres/71?format=json,,71,A resolution to authorize production of documents by the Senate Permanent Subcommittee on Investigations.,,1985-02-19,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-02-21,SRES,https://api.congress.gov/v3/bill/99/sres/75?format=json,,75,A resolution making majority party appointments to Senate committees for the 99th Congress and electing chairmen of such committees.,,1985-02-21,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-03-05,SRES,https://api.congress.gov/v3/bill/99/sres/91?format=json,,91,"A resolution to direct the Senate Legal Counsel to intervene in ""Lear Siegler, Inc., etc. v. John Lehman, etc., et al.""",,1985-03-05,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-03-07,SRES,https://api.congress.gov/v3/bill/99/sres/95?format=json,,95,"A resolution to direct the Senate Legal Counsel to represent Malin Jennings in ""Alaskans for Nuclear Arms Control Political Action Committee v. Charney, et al.""",,1985-03-07,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-03-14,SRES,https://api.congress.gov/v3/bill/99/sres/98?format=json,,98,"A resolution to direct the Senate Legal Counsel to intervene in ""Ameron, Inc. v. U.S. Army Corps of Engineers, et al.""",,1985-03-14,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-02-28,SRES,https://api.congress.gov/v3/bill/99/sres/86?format=json,,86,"A resolution relating to the bipartisan group of Senators designated pursuant to S.Res. 19, 99th Congress, to act as observers at Arms Reduction or Control Negotiations.",,1985-02-28,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-24,SRES,https://api.congress.gov/v3/bill/99/sres/49?format=json,,49,"A resolution directing the Senate Legal Counsel to represent the Committee on Banking, Housing and Urban Affairs in obtaining a Writ of Habeas Corpus Ad Testificandum.",,1985-01-24,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-03-18,SRES,https://api.congress.gov/v3/bill/99/sres/100?format=json,,100,A resolution authorizing the taking of a photograph in the Chamber of the United States Senate.,,1985-03-18,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-03-05,SRES,https://api.congress.gov/v3/bill/99/sres/88?format=json,,88,A resolution amending paragraph 3(a) and (c) of Rule XXV.,,1985-03-05,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-02-21,SRES,https://api.congress.gov/v3/bill/99/sres/76?format=json,,76,A resolution to amend paragraph 4 of Rule XXV of the Standing Rules of the Senate.,,1985-03-06,Star Print ordered the final version of S.Res. 76.,,Congress
99,1985-01-29,SRES,https://api.congress.gov/v3/bill/99/sres/52?format=json,,52,A resolution to authorize production of documents and deposition testimony by Senator Jesse Helms and representation by the Senate Legal Counsel.,,1985-01-29,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,Congress
99,1985-02-21,SRES,https://api.congress.gov/v3/bill/99/sres/74?format=json,,74,A resolution to amend paragraph 2 of Rule XXV.,,1985-02-21,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/13?format=json,,13,A resolution electing Jo-Anne L. Coe as Secretary of the Senate.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/7?format=json,,7,A resolution congratulating the Honorable Strom Thurmond on his election as President pro tempore of the United States Senate.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/16?format=json,,16,A resolution to commend William F. Hildenbrand.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/14?format=json,,14,A resolution notifying the President of the United States of the election of a Secretary of the Senate.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/19?format=json,,19,"A resolution expressing the sense of the Senate regarding the upcoming meeting in Geneva of the Secretary of State with the Soviet Foreign Minister, and for other purposes.",,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment and with a preamble by Voice Vote.",,International Affairs
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/5?format=json,,5,"A resolution to elect the Honorable Strom Thurmond, of the State of South Carolina, to be President pro tempore of the Senate of the United States.",,1985-01-03,Resolution agreed to in Senate without amendment by Voice Vote.,,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/8?format=json,,8,A resolution notifying the House of Representatives of the election of a President pro tempore of the Senate.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/6?format=json,,6,A resolution notifying the President of the United States of the election of a President pro tempore.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-01-03,SRES,https://api.congress.gov/v3/bill/99/sres/1?format=json,,1,A resolution informing the President of the United States that a quorum of each House is assembled.,,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1986-03-10,SCONRES,https://api.congress.gov/v3/bill/99/sconres/113?format=json,,113,A concurrent resolution to correct the enrollment of H.R. 1614.,,1986-03-10,"Placed on Senate Legislative Calendar under Over, Under the Rule.",,Congress
99,1986-06-18,SCONRES,https://api.congress.gov/v3/bill/99/sconres/150?format=json,,150,A concurrent resolution expressing concern over the conditions of ethnic Albanians living in the Socialist Federal Republic of Yugoslavia.,,1986-06-18,Referred to the Committee on Foreign Relations.,,International Affairs
99,1986-05-21,SCONRES,https://api.congress.gov/v3/bill/99/sconres/144?format=json,,144,"A concurrent resolution providing for an adjournment of the House from May 22, 1986 to June 3, 1986, and for an adjournment of the Senate from May 21, 1986 to June 2, 1986.",,1986-05-21,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1986-05-14,SCONRES,https://api.congress.gov/v3/bill/99/sconres/138?format=json,,138,A concurrent resolution expressing the sense of the Congress with respect to Farm Credit System agricultural loan restructing.,,1986-05-14,Referred to the Committee on Agriculture.,,Agriculture and Food
99,1986-03-11,SCONRES,https://api.congress.gov/v3/bill/99/sconres/114?format=json,,114,A concurrent resolution correcting the enrollment of H.R. 1614.,,1986-03-11,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1986-04-15,SCONRES,https://api.congress.gov/v3/bill/99/sconres/128?format=json,,128,A concurrent resolution to commemorate the bicentennial of Australia and to honor the April 1986 visit of Australian Prime Minister Robert Hawke to the United States.,,1986-04-17,Resolution Agreed to in House by Voice Vote.,,Commemorations
99,1985-06-27,SCONRES,https://api.congress.gov/v3/bill/99/sconres/54?format=json,,54,"A concurrent resolution providing for a conditional adjournment of the Congress from June 27 or 28, 1985 to July 8, 1985.",,1985-06-27,Resolution Agreed to in House by Voice Vote.,,Congress
99,1985-01-03,SCONRES,https://api.congress.gov/v3/bill/99/sconres/3?format=json,,3,"A concurrent resolution providing for an adjournment of the Senate from January 7, 1985 to January 21, 1985, and for an adjournment of the House from January 7, 1985 to January 21, 1985.",,1985-01-03,"Submitted in the Senate, considered, and agreed to without amendment by Voice Vote.",,Congress
99,1985-04-03,SCONRES,https://api.congress.gov/v3/bill/99/sconres/38?format=json,,38,"A concurrent resolution providing for an adjournment of the Senate and the House of Representatives from Wednesday, April 3, or Thursday, April 4, 1985, until Monday, April 15, 1985.",,1985-04-04,Resolution Agreed to in House by Voice Vote.,,Congress
99,1985-02-06,SCONRES,https://api.congress.gov/v3/bill/99/sconres/12?format=json,,12,"A concurrent resolution providing for an adjournment of the Senate from February 6, 7 or 8, 1985 to February 18, 1985 and an adjournment of the House from February 7, 1985 to February 19, 1985.",,1985-02-07,Resolution Agreed to in House by Voice Vote.,,Congress
100,1988-10-20,,https://api.congress.gov/v3/amendment/100/samdt/3756?format=json,3756,,,,1988-10-20,Amendment SP 3756 agreed to in Senate by Voice Vote. ,,
100,1988-10-18,,https://api.congress.gov/v3/amendment/100/samdt/3723?format=json,3723,,,,1988-10-18,Amendment SP 3723 agreed to in Senate by Voice Vote. ,,
100,1988-10-11,,https://api.congress.gov/v3/amendment/100/samdt/3661?format=json,3661,,,,1988-10-11,Amendment SP 3661 agreed to in Senate by Voice Vote. ,,
100,1988-10-06,,https://api.congress.gov/v3/amendment/100/samdt/3441?format=json,3441,,,,,,,
100,1988-10-05,,https://api.congress.gov/v3/amendment/100/samdt/3428?format=json,3428,,,,,,,
100,1988-10-03,,https://api.congress.gov/v3/amendment/100/samdt/3368?format=json,3368,,,,,,,
100,1988-10-05,,https://api.congress.gov/v3/amendment/100/samdt/3427?format=json,3427,,,,,,,
100,1988-10-03,,https://api.congress.gov/v3/amendment/100/samdt/3373?format=json,3373,,,,,,,
100,1988-10-03,,https://api.congress.gov/v3/amendment/100/samdt/3374?format=json,3374,,,,,,,
100,1988-10-03,,https://api.congress.gov/v3/amendment/100/samdt/3366?format=json,3366,,,,,,,
100,1988-09-20,,https://api.congress.gov/v3/amendment/100/samdt/3164?format=json,3164,,,,,,,
100,1988-09-20,,https://api.congress.gov/v3/amendment/100/samdt/3165?format=json,3165,,,,,,,
100,1988-08-10,,https://api.congress.gov/v3/amendment/100/samdt/2834?format=json,2834,,,,1988-08-10,Motion to table agreed to in Senate by Yea-Nay Vote. 57-39. Record Vote No: 304. ,,
100,1988-07-28,,https://api.congress.gov/v3/amendment/100/samdt/2748?format=json,2748,,,,1988-07-28,Amendment SP 2748 agreed to in Senate by Voice Vote. ,,
100,1988-08-05,,https://api.congress.gov/v3/amendment/100/samdt/2814?format=json,2814,,,,1988-08-05,Amendment SP 2814 agreed to in Senate by Voice Vote. ,,
100,1988-07-29,,https://api.congress.gov/v3/amendment/100/samdt/2770?format=json,2770,,,,1988-07-29,Amendment SP 2770 agreed to in Senate by Voice Vote. ,,
100,1988-07-26,,https://api.congress.gov/v3/amendment/100/samdt/2689?format=json,2689,,,,1988-07-27,Amendment SP 2689 agreed to in Senate by Yea-Nay Vote. 97-0. Record Vote No: 258. ,,
100,1988-07-26,,https://api.congress.gov/v3/amendment/100/samdt/2687?format=json,2687,,,,1988-07-26,Amendment SP 2687 agreed to in Senate by Voice Vote. ,,
100,1988-07-13,,https://api.congress.gov/v3/amendment/100/samdt/2592?format=json,2592,,,,1988-07-13,Amendment SP 2592 agreed to in Senate by Voice Vote. ,,
100,1988-06-29,,https://api.congress.gov/v3/amendment/100/samdt/2496?format=json,2496,,,,,,,
100,1988-06-29,,https://api.congress.gov/v3/amendment/100/samdt/2508?format=json,2508,,,,,,,
100,1988-07-13,,https://api.congress.gov/v3/amendment/100/samdt/2579?format=json,2579,,,,1988-07-13,Amendment SP 2579 agreed to in Senate by Voice Vote. ,,
100,1988-06-29,,https://api.congress.gov/v3/amendment/100/samdt/2493?format=json,2493,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2485?format=json,2485,,,,1988-06-28,Amendment SP 2485 agreed to in Senate by Yea-Nay Vote. 95-0. Record Vote No: 218. ,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2444?format=json,2444,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2448?format=json,2448,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2440?format=json,2440,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2449?format=json,2449,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2445?format=json,2445,,,,,,,
100,1988-06-16,,https://api.congress.gov/v3/amendment/100/samdt/2392?format=json,2392,,,,1988-06-16,Amendment SP 2392 agreed to in Senate by Voice Vote. ,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2443?format=json,2443,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2442?format=json,2442,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2451?format=json,2451,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2446?format=json,2446,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2450?format=json,2450,,,,,,,
100,1988-06-28,,https://api.congress.gov/v3/amendment/100/samdt/2447?format=json,2447,,,,,,,
100,1988-06-15,,https://api.congress.gov/v3/amendment/100/samdt/2378?format=json,2378,,,,1988-06-15,Amendment SP 2378 agreed to in Senate by Voice Vote. ,,
100,1988-05-25,,https://api.congress.gov/v3/amendment/100/samdt/2240?format=json,2240,,,,,,,
100,1988-05-25,,https://api.congress.gov/v3/amendment/100/samdt/2241?format=json,2241,,,,,,,
